transaction_narration,label
Personal Loan EMI deducted Rs 31670 Ref:1fed7d35,emi
Travel booking via Metro amount Rs 10370 Ref:70d525d0,travel
Online purchase at Flipkart Rs 15231 Ref:9946657a,shopping
Car Loan EMI deducted Rs 12852 Ref:fac0e1e7,emi
Payment of Rs 47909 at Swiggy Ref:bb72721f,food
Payment of Rs 13873 at Zomato Ref:310133e4,food
Personal Loan EMI deducted Rs 42192 Ref:4fec89a7,emi
Payment of Rs 49709 at Restaurant Ref:d71bf1e8,food
Travel booking via IndiGo amount Rs 15688 Ref:b2a8e43e,travel
Online purchase at Croma Rs 33981 Ref:77fe0025,shopping
Investment in PPF Rs 44770 Ref:dc636b53,investment
Online purchase at Reliance Trends Rs 12343 Ref:930e7b2c,shopping
Travel booking via IndiGo amount Rs 23584 Ref:1dc20b1a,travel
Online purchase at DMart Rs 33861 Ref:f465607e,shopping
Online purchase at Myntra Rs 27706 Ref:1c308bac,shopping
Education Loan EMI deducted Rs 32275 Ref:f73e9f89,emi
Online purchase at Amazon Rs 1875 Ref:ca171583,shopping
Travel booking via IndiGo amount Rs 14117 Ref:eece9053,travel
Investment in SIP Rs 35616 Ref:f3b5abff,investment
Payment of Rs 1472 at Restaurant Ref:63784a4b,food
Payment of Rs 13175 at Swiggy Ref:b931503b,food
Personal Loan EMI deducted Rs 3387 Ref:ef3eeaaa,emi
Investment in Stocks Rs 29484 Ref:cd64b313,investment
Payment of Rs 25849 at Restaurant Ref:df146157,food
Payment of Rs 6768 at Swiggy Ref:cbd9ca52,food
Education Loan EMI deducted Rs 28481 Ref:5cb65b2a,emi
Online purchase at Myntra Rs 9951 Ref:b0bb79de,shopping
Personal Loan EMI deducted Rs 44914 Ref:0638ccb6,emi
Online purchase at Reliance Trends Rs 7968 Ref:7e5b9e9e,shopping
Online purchase at Myntra Rs 41451 Ref:226a0710,shopping
Investment in Fixed Deposit Rs 6354 Ref:a7669956,investment
Travel booking via Uber amount Rs 29027 Ref:9376da02,travel
Investment in Mutual Fund Rs 27436 Ref:bd3936bc,investment
Online purchase at Amazon Rs 31833 Ref:033f0a15,shopping
Payment of Rs 2734 at Zomato Ref:1bada7b3,food
Car Loan EMI deducted Rs 26057 Ref:337fa109,emi
Travel booking via SpiceJet amount Rs 19209 Ref:74ced593,travel
Payment of Rs 17888 at McDonalds Ref:d4bc49a8,food
Travel booking via SpiceJet amount Rs 35242 Ref:e6499f27,travel
Investment in Stocks Rs 9048 Ref:b37774fd,investment
Online purchase at Reliance Trends Rs 30476 Ref:9ea864c2,shopping
Payment of Rs 327 at Restaurant Ref:07b9aeb7,food
Investment in NPS Rs 5605 Ref:3e2f7df1,investment
Travel booking via SpiceJet amount Rs 20045 Ref:ddb357e0,travel
Online purchase at Reliance Trends Rs 22333 Ref:1e2e70ea,shopping
Car Loan EMI deducted Rs 48496 Ref:38b2f45f,emi
Home Loan EMI deducted Rs 11145 Ref:34cb0bab,emi
Travel booking via Metro amount Rs 5941 Ref:e5294163,travel
Online purchase at Flipkart Rs 17593 Ref:6bdaa247,shopping
Online purchase at Myntra Rs 45772 Ref:aa3c591f,shopping
Online purchase at Flipkart Rs 20267 Ref:4ad4b638,shopping
Online purchase at Croma Rs 18085 Ref:caeb13d2,shopping
Online purchase at Croma Rs 6248 Ref:50ed1f8c,shopping
Travel booking via IndiGo amount Rs 26601 Ref:3d3501af,travel
Travel booking via IRCTC amount Rs 27250 Ref:961ab404,travel
Payment of Rs 31521 at Restaurant Ref:1977587e,food
Investment in NPS Rs 44904 Ref:807c8f80,investment
Online purchase at Flipkart Rs 35293 Ref:f997ea8b,shopping
Investment in Mutual Fund Rs 46405 Ref:35f6410f,investment
Personal Loan EMI deducted Rs 40583 Ref:25f43395,emi
Payment of Rs 33573 at McDonalds Ref:173e91de,food
Payment of Rs 44204 at Zomato Ref:d2baa3b0,food
Payment of Rs 10693 at Restaurant Ref:7bffef6f,food
Payment of Rs 28244 at McDonalds Ref:22ddf828,food
Travel booking via IRCTC amount Rs 16124 Ref:012763d7,travel
Payment of Rs 41307 at Restaurant Ref:e6c057a3,food
Payment of Rs 12464 at Swiggy Ref:2acdeafe,food
Online purchase at Reliance Trends Rs 5095 Ref:b6d628aa,shopping
Investment in Fixed Deposit Rs 27903 Ref:d0ad6be6,investment
Payment of Rs 39829 at McDonalds Ref:1e10d56a,food
Car Loan EMI deducted Rs 20140 Ref:2a1f0662,emi
Payment of Rs 5306 at Cafe Coffee Day Ref:91f75a94,food
Travel booking via Uber amount Rs 31697 Ref:35c64b83,travel
Investment in NPS Rs 9461 Ref:837cdcba,investment
Payment of Rs 20027 at Restaurant Ref:10ebc16e,food
Education Loan EMI deducted Rs 2714 Ref:55216b9a,emi
Travel booking via Ola amount Rs 19874 Ref:b36a0d2f,travel
Payment of Rs 24956 at Zomato Ref:a4e0a919,food
Home Loan EMI deducted Rs 15149 Ref:150778fc,emi
Online purchase at DMart Rs 31592 Ref:dead1003,shopping
Education Loan EMI deducted Rs 46884 Ref:a79b3ae0,emi
Car Loan EMI deducted Rs 13509 Ref:f0f398d1,emi
Payment of Rs 9579 at Restaurant Ref:4cd875b0,food
Personal Loan EMI deducted Rs 43837 Ref:c2b74893,emi
Payment of Rs 33624 at Zomato Ref:caf35553,food
Travel booking via IndiGo amount Rs 9249 Ref:52ebd048,travel
Investment in SIP Rs 4893 Ref:0a5036f8,investment
Online purchase at Reliance Trends Rs 17499 Ref:00b16e5f,shopping
Online purchase at DMart Rs 42280 Ref:a5752fae,shopping
Travel booking via Uber amount Rs 42881 Ref:4db6acdd,travel
Personal Loan EMI deducted Rs 33875 Ref:0c5c3943,emi
Payment of Rs 48844 at Cafe Coffee Day Ref:9f674816,food
Investment in Fixed Deposit Rs 15147 Ref:8e5f021d,investment
Investment in NPS Rs 9468 Ref:6ec63666,investment
Personal Loan EMI deducted Rs 18028 Ref:60091fab,emi
Online purchase at Amazon Rs 23788 Ref:37dc3fbd,shopping
Online purchase at Croma Rs 7059 Ref:1593618e,shopping
Investment in SIP Rs 31515 Ref:eb814bbb,investment
Personal Loan EMI deducted Rs 47739 Ref:83e0026a,emi
Investment in PPF Rs 28141 Ref:36753dd8,investment
Investment in Fixed Deposit Rs 134 Ref:d471aad1,investment
Investment in PPF Rs 30435 Ref:b5e121d2,investment
Online purchase at Amazon Rs 47457 Ref:698705c5,shopping
Travel booking via IndiGo amount Rs 17102 Ref:6f4e5df2,travel
Home Loan EMI deducted Rs 1130 Ref:8a0c7d00,emi
Investment in Mutual Fund Rs 7471 Ref:959ea0ed,investment
Payment of Rs 38125 at Zomato Ref:6321108c,food
Payment of Rs 28347 at McDonalds Ref:edae1393,food
Investment in Mutual Fund Rs 43200 Ref:5b30cff3,investment
Online purchase at Reliance Trends Rs 23432 Ref:c80ba6b8,shopping
Car Loan EMI deducted Rs 40217 Ref:e54c14cc,emi
Investment in Fixed Deposit Rs 3573 Ref:700abb86,investment
Payment of Rs 27459 at Cafe Coffee Day Ref:19ff0966,food
Investment in NPS Rs 466 Ref:6d88b3c6,investment
Travel booking via Uber amount Rs 4835 Ref:2a37412f,travel
Personal Loan EMI deducted Rs 5139 Ref:eda11125,emi
Travel booking via IRCTC amount Rs 28423 Ref:84bb749f,travel
Investment in NPS Rs 984 Ref:6aa57e28,investment
Investment in SIP Rs 2144 Ref:85c31e6e,investment
Investment in Fixed Deposit Rs 49646 Ref:4ee09f83,investment
Online purchase at Myntra Rs 14838 Ref:955705dd,shopping
Travel booking via Metro amount Rs 5058 Ref:fd9d5c4e,travel
Investment in SIP Rs 23045 Ref:66c1d539,investment
Education Loan EMI deducted Rs 15652 Ref:dfcf6163,emi
Online purchase at Reliance Trends Rs 39162 Ref:a6279962,shopping
Payment of Rs 13865 at Dominos Ref:2575abb3,food
Online purchase at Amazon Rs 37161 Ref:ec158649,shopping
Online purchase at DMart Rs 48182 Ref:fd519903,shopping
Payment of Rs 49658 at Restaurant Ref:7e25e50e,food
Payment of Rs 5742 at Restaurant Ref:4f2bac3e,food
Online purchase at Amazon Rs 7757 Ref:2b5204f8,shopping
Online purchase at DMart Rs 13807 Ref:961d0477,shopping
Investment in Fixed Deposit Rs 24073 Ref:a484b28e,investment
Payment of Rs 25999 at Dominos Ref:90c1ce9a,food
Payment of Rs 17964 at Dominos Ref:33b65b6b,food
Investment in Fixed Deposit Rs 4916 Ref:adf458f8,investment
Travel booking via Ola amount Rs 37170 Ref:5766d7d3,travel
Payment of Rs 17349 at Zomato Ref:fc1d426c,food
Travel booking via IndiGo amount Rs 7393 Ref:f7f1afda,travel
Payment of Rs 27815 at Swiggy Ref:41f32b53,food
Online purchase at Flipkart Rs 45012 Ref:54b6ab47,shopping
Investment in Mutual Fund Rs 12165 Ref:31fdbbba,investment
Personal Loan EMI deducted Rs 47939 Ref:0ab5b877,emi
Payment of Rs 11868 at Cafe Coffee Day Ref:6071e2f4,food
Payment of Rs 5580 at Dominos Ref:f7e53044,food
Online purchase at Amazon Rs 46386 Ref:d5a77f35,shopping
Investment in SIP Rs 25610 Ref:6be0d6f4,investment
Payment of Rs 26178 at Restaurant Ref:e4051790,food
Payment of Rs 12988 at McDonalds Ref:d410cbec,food
Payment of Rs 12216 at Restaurant Ref:ad6005f4,food
Investment in PPF Rs 37641 Ref:15f21c34,investment
Travel booking via IndiGo amount Rs 19866 Ref:097250d5,travel
Travel booking via IndiGo amount Rs 15540 Ref:3d77a4af,travel
Investment in NPS Rs 21975 Ref:a75f7f17,investment
Payment of Rs 35757 at McDonalds Ref:76bab78c,food
Car Loan EMI deducted Rs 30557 Ref:92695a9a,emi
Personal Loan EMI deducted Rs 1552 Ref:b01920b7,emi
Investment in PPF Rs 38735 Ref:e6667ba0,investment
Investment in SIP Rs 36961 Ref:0e54c2c6,investment
Online purchase at Flipkart Rs 15231 Ref:7127b850,shopping
Investment in Stocks Rs 279 Ref:67b3fd2a,investment
Payment of Rs 40992 at Swiggy Ref:b2636b81,food
Travel booking via Metro amount Rs 47745 Ref:22c01a24,travel
Online purchase at Myntra Rs 31946 Ref:0c9ab4d7,shopping
Online purchase at DMart Rs 29276 Ref:f3f22625,shopping
Investment in Mutual Fund Rs 37913 Ref:58f0660e,investment
Online purchase at Amazon Rs 26412 Ref:9a672feb,shopping
Investment in Fixed Deposit Rs 6969 Ref:fcd4401f,investment
Travel booking via SpiceJet amount Rs 10497 Ref:4dc8ac86,travel
Education Loan EMI deducted Rs 1126 Ref:60e51b70,emi
Payment of Rs 6311 at Zomato Ref:bb123c9e,food
Education Loan EMI deducted Rs 5066 Ref:17fad847,emi
Online purchase at Myntra Rs 744 Ref:b9c81eea,shopping
Investment in NPS Rs 12485 Ref:9b660eb7,investment
Online purchase at Croma Rs 36332 Ref:f3bf1f07,shopping
Personal Loan EMI deducted Rs 8271 Ref:7de93a45,emi
Home Loan EMI deducted Rs 12885 Ref:3c0b5544,emi
Travel booking via Uber amount Rs 48713 Ref:4562b061,travel
Education Loan EMI deducted Rs 8217 Ref:bb3ba7d3,emi
Online purchase at Reliance Trends Rs 6334 Ref:ade75622,shopping
Travel booking via Metro amount Rs 41650 Ref:bd4f44a0,travel
Travel booking via Uber amount Rs 45180 Ref:8d4dc151,travel
Online purchase at DMart Rs 32889 Ref:1d5b9c9c,shopping
Online purchase at Amazon Rs 26927 Ref:e82aa003,shopping
Investment in Fixed Deposit Rs 37509 Ref:323ff7a7,investment
Online purchase at Flipkart Rs 5520 Ref:3bc1ef9b,shopping
Education Loan EMI deducted Rs 32147 Ref:13395fbe,emi
Travel booking via Ola amount Rs 49280 Ref:b1da3b21,travel
Payment of Rs 49898 at Cafe Coffee Day Ref:e9f7a604,food
Investment in PPF Rs 27951 Ref:06a7d924,investment
Payment of Rs 46634 at Zomato Ref:fe93cba7,food
Travel booking via Uber amount Rs 36892 Ref:ec3b3045,travel
Online purchase at DMart Rs 47726 Ref:daa286da,shopping
Payment of Rs 44469 at Zomato Ref:6775126c,food
Online purchase at Amazon Rs 11844 Ref:aff11b37,shopping
Personal Loan EMI deducted Rs 40747 Ref:00df5d36,emi
Investment in NPS Rs 34812 Ref:13f68553,investment
Payment of Rs 2165 at Restaurant Ref:1e9d238e,food
Personal Loan EMI deducted Rs 4064 Ref:eb44b7a0,emi
Travel booking via SpiceJet amount Rs 30385 Ref:bef3b87c,travel
Online purchase at Reliance Trends Rs 24564 Ref:f72a422e,shopping
Payment of Rs 4710 at Dominos Ref:aac3afc8,food
Car Loan EMI deducted Rs 31026 Ref:e7095960,emi
Personal Loan EMI deducted Rs 19324 Ref:537a7cd1,emi
Online purchase at Croma Rs 42093 Ref:d812efc0,shopping
Online purchase at Reliance Trends Rs 44782 Ref:60a6f5fd,shopping
Travel booking via IRCTC amount Rs 23465 Ref:9a516c69,travel
Travel booking via Ola amount Rs 31055 Ref:198f8893,travel
Investment in Stocks Rs 40076 Ref:c417ce43,investment
Payment of Rs 4262 at Swiggy Ref:9f96575e,food
Investment in PPF Rs 48196 Ref:2b8e907e,investment
Investment in PPF Rs 8371 Ref:66f1e64e,investment
Investment in Fixed Deposit Rs 31727 Ref:ca87bef3,investment
Personal Loan EMI deducted Rs 27841 Ref:68819f88,emi
Payment of Rs 49934 at Zomato Ref:39183841,food
Online purchase at Flipkart Rs 19612 Ref:835debc1,shopping
Travel booking via Uber amount Rs 16054 Ref:795c017b,travel
Investment in NPS Rs 17146 Ref:c32b6449,investment
Travel booking via IRCTC amount Rs 29951 Ref:1966ffe0,travel
Travel booking via IRCTC amount Rs 405 Ref:9f9227d5,travel
Home Loan EMI deducted Rs 38328 Ref:2545ba91,emi
Online purchase at Reliance Trends Rs 697 Ref:1bac2789,shopping
Payment of Rs 1570 at Swiggy Ref:aff28b10,food
Car Loan EMI deducted Rs 36725 Ref:dc72f38a,emi
Payment of Rs 23066 at McDonalds Ref:2a5fc60f,food
Payment of Rs 12188 at Dominos Ref:afb0cd4f,food
Investment in PPF Rs 12794 Ref:6d8fe1d0,investment
Travel booking via IRCTC amount Rs 43542 Ref:b5c9b387,travel
Travel booking via Ola amount Rs 158 Ref:ef5745ea,travel
Payment of Rs 10306 at Dominos Ref:667cc296,food
Investment in Stocks Rs 35536 Ref:2f670ef0,investment
Investment in Fixed Deposit Rs 2993 Ref:f6f06ff0,investment
Investment in Fixed Deposit Rs 37302 Ref:8d0dc996,investment
Investment in Mutual Fund Rs 40490 Ref:8076dcea,investment
Online purchase at Amazon Rs 21632 Ref:144495a0,shopping
Investment in PPF Rs 35478 Ref:36c1905d,investment
Investment in Fixed Deposit Rs 37510 Ref:6420cb0d,investment
Travel booking via Metro amount Rs 28500 Ref:59ac3ca1,travel
Payment of Rs 366 at Zomato Ref:13d7be16,food
Payment of Rs 18679 at Cafe Coffee Day Ref:66b2ca90,food
Payment of Rs 1226 at Swiggy Ref:71aacec3,food
Investment in Mutual Fund Rs 10255 Ref:c2e301df,investment
Investment in Mutual Fund Rs 4268 Ref:4d900953,investment
Payment of Rs 20651 at Dominos Ref:21d4d56c,food
Payment of Rs 32887 at Restaurant Ref:805f36cd,food
Payment of Rs 33932 at McDonalds Ref:988be2a0,food
Travel booking via Metro amount Rs 13124 Ref:6f70b95c,travel
Payment of Rs 33890 at McDonalds Ref:478779e1,food
Education Loan EMI deducted Rs 37202 Ref:f7c5d0d2,emi
Online purchase at Reliance Trends Rs 24510 Ref:862171f5,shopping
Online purchase at Amazon Rs 32299 Ref:88227778,shopping
Payment of Rs 14757 at Zomato Ref:b880240b,food
Payment of Rs 23712 at Restaurant Ref:8f28f4ef,food
Travel booking via IRCTC amount Rs 6788 Ref:2300698b,travel
Travel booking via IRCTC amount Rs 25754 Ref:9c877c60,travel
Car Loan EMI deducted Rs 48029 Ref:bcaf8fb1,emi
Online purchase at Amazon Rs 27481 Ref:cf88938f,shopping
Investment in Mutual Fund Rs 19635 Ref:022630ff,investment
Investment in PPF Rs 44229 Ref:c364c64f,investment
Investment in Mutual Fund Rs 13374 Ref:61f753fd,investment
Home Loan EMI deducted Rs 1647 Ref:e31e04f9,emi
Travel booking via SpiceJet amount Rs 11634 Ref:d4718782,travel
Investment in SIP Rs 7937 Ref:3e2d7822,investment
Travel booking via Uber amount Rs 35832 Ref:fd01fa23,travel
Payment of Rs 49204 at McDonalds Ref:a3f07353,food
Payment of Rs 23427 at Dominos Ref:3515e1b5,food
Travel booking via Uber amount Rs 1822 Ref:a71e8298,travel
Online purchase at Flipkart Rs 35442 Ref:1e27e38e,shopping
Payment of Rs 15734 at Zomato Ref:bb513476,food
Home Loan EMI deducted Rs 36358 Ref:50b6b759,emi
Online purchase at Flipkart Rs 43780 Ref:012cb71c,shopping
Online purchase at Flipkart Rs 3590 Ref:cdd960d6,shopping
Travel booking via Ola amount Rs 47356 Ref:5d1acc2c,travel
Investment in SIP Rs 38841 Ref:10efc8d7,investment
Investment in NPS Rs 5000 Ref:f69ece3c,investment
Investment in Fixed Deposit Rs 41312 Ref:7f1f85c8,investment
Payment of Rs 46792 at Cafe Coffee Day Ref:c9402d35,food
Travel booking via Metro amount Rs 41183 Ref:1d3d284f,travel
Payment of Rs 38693 at Restaurant Ref:561ea2ce,food
Car Loan EMI deducted Rs 22178 Ref:d3ed6136,emi
Education Loan EMI deducted Rs 41091 Ref:b57c7dc8,emi
Investment in Fixed Deposit Rs 12253 Ref:d1526d53,investment
Online purchase at Amazon Rs 44649 Ref:3f6a1210,shopping
Payment of Rs 15211 at Zomato Ref:baac9d1d,food
Travel booking via Metro amount Rs 9243 Ref:7e4a3575,travel
Online purchase at Myntra Rs 49051 Ref:c4c3f19d,shopping
Investment in PPF Rs 29400 Ref:9638c3f2,investment
Education Loan EMI deducted Rs 2414 Ref:d106074b,emi
Online purchase at Croma Rs 10705 Ref:b58f1192,shopping
Payment of Rs 29353 at Dominos Ref:98dc2bd3,food
Payment of Rs 37755 at Dominos Ref:bc28847e,food
Payment of Rs 26635 at Zomato Ref:2acb24bf,food
Online purchase at Amazon Rs 35760 Ref:073caaf7,shopping
Investment in NPS Rs 36586 Ref:54575a44,investment
Travel booking via IRCTC amount Rs 10597 Ref:e35f3226,travel
Education Loan EMI deducted Rs 31379 Ref:d8c98094,emi
Online purchase at Flipkart Rs 23873 Ref:dab017cf,shopping
Travel booking via Ola amount Rs 17231 Ref:92b5ca35,travel
Travel booking via Metro amount Rs 7766 Ref:ff398479,travel
Personal Loan EMI deducted Rs 9258 Ref:9704daa3,emi
Online purchase at DMart Rs 27163 Ref:c5f2252b,shopping
Travel booking via IndiGo amount Rs 11919 Ref:5031bdb5,travel
Investment in Stocks Rs 18280 Ref:a724a147,investment
Education Loan EMI deducted Rs 30708 Ref:241a38c3,emi
Investment in SIP Rs 25879 Ref:d71a3f44,investment
Travel booking via Metro amount Rs 31411 Ref:e1d9cb72,travel
Payment of Rs 38670 at McDonalds Ref:3e635e41,food
Online purchase at DMart Rs 29558 Ref:f6c98131,shopping
Travel booking via IRCTC amount Rs 49509 Ref:e345761a,travel
Investment in Fixed Deposit Rs 35381 Ref:451a2b8f,investment
Car Loan EMI deducted Rs 15014 Ref:4ec9f120,emi
Personal Loan EMI deducted Rs 39909 Ref:7bd9f265,emi
Payment of Rs 16103 at Dominos Ref:330cae2a,food
Travel booking via IRCTC amount Rs 15829 Ref:6b0ccae7,travel
Car Loan EMI deducted Rs 12299 Ref:9da2bf8c,emi
Online purchase at Reliance Trends Rs 37890 Ref:cf165d7c,shopping
Travel booking via Metro amount Rs 17040 Ref:b2e24126,travel
Travel booking via Uber amount Rs 18069 Ref:776ef445,travel
Investment in NPS Rs 11204 Ref:852474ab,investment
Investment in PPF Rs 15356 Ref:358b115d,investment
Education Loan EMI deducted Rs 9884 Ref:72fc68f9,emi
Online purchase at DMart Rs 42124 Ref:b26ab360,shopping
Travel booking via IndiGo amount Rs 23306 Ref:040e4dda,travel
Travel booking via Ola amount Rs 16126 Ref:40f8ff25,travel
Travel booking via IndiGo amount Rs 38794 Ref:1748bc83,travel
Personal Loan EMI deducted Rs 4580 Ref:deeff6fc,emi
Investment in PPF Rs 15560 Ref:6bda2dae,investment
Personal Loan EMI deducted Rs 28421 Ref:8f8c2e35,emi
Investment in Mutual Fund Rs 18813 Ref:eb52efd0,investment
Online purchase at Reliance Trends Rs 40289 Ref:15cf9ad0,shopping
Online purchase at Croma Rs 38549 Ref:e57a4663,shopping
Travel booking via Metro amount Rs 30582 Ref:c4242b7e,travel
Investment in Stocks Rs 42943 Ref:febfd34a,investment
Investment in SIP Rs 36521 Ref:14185f19,investment
Travel booking via Metro amount Rs 35696 Ref:208aff9f,travel
Travel booking via Metro amount Rs 9755 Ref:e74447e7,travel
Education Loan EMI deducted Rs 2323 Ref:7718543d,emi
Online purchase at Reliance Trends Rs 17845 Ref:d4c36f1d,shopping
Payment of Rs 3018 at McDonalds Ref:2939f4b2,food
Travel booking via SpiceJet amount Rs 27494 Ref:3d95bd00,travel
Travel booking via Metro amount Rs 40231 Ref:7c5fbfff,travel
Online purchase at Flipkart Rs 29760 Ref:8601aa4a,shopping
Travel booking via SpiceJet amount Rs 19260 Ref:c5f816e6,travel
Education Loan EMI deducted Rs 21470 Ref:5d7dbb6c,emi
Online purchase at Reliance Trends Rs 4326 Ref:23a24d0e,shopping
Payment of Rs 44607 at Swiggy Ref:f988ec5f,food
Online purchase at Flipkart Rs 44913 Ref:00c4da56,shopping
Investment in Mutual Fund Rs 40804 Ref:75980c25,investment
Payment of Rs 15932 at Cafe Coffee Day Ref:75bd2669,food
Online purchase at Amazon Rs 28106 Ref:2f8e7d86,shopping
Travel booking via Ola amount Rs 22217 Ref:27328993,travel
Investment in PPF Rs 26939 Ref:5337b681,investment
Investment in Mutual Fund Rs 36240 Ref:340941bd,investment
Investment in Fixed Deposit Rs 16620 Ref:78fadb0f,investment
Investment in PPF Rs 16375 Ref:31992112,investment
Payment of Rs 1079 at Restaurant Ref:ec115fb6,food
Investment in Fixed Deposit Rs 23783 Ref:d9e8d443,investment
Investment in Stocks Rs 6958 Ref:d4a331d6,investment
Payment of Rs 33559 at Swiggy Ref:8aac7ee7,food
Online purchase at DMart Rs 14960 Ref:a525510e,shopping
Payment of Rs 35387 at Zomato Ref:2fbad805,food
Travel booking via Uber amount Rs 3725 Ref:db6a0582,travel
Online purchase at Amazon Rs 2422 Ref:8045c2e9,shopping
Education Loan EMI deducted Rs 49507 Ref:a4d64365,emi
Investment in PPF Rs 32177 Ref:f748728c,investment
